gene_name	Frame_Shift_Del	Frame_Shift_Ins	In_Frame_Del	In_Frame_Ins	Missense_Mutation	Nonsense_Mutation	Nonstop_Mutation	Splice_Site	Translation_Start_Site	total	MutatedSamples	AlteredSamples
GATAD1	0	0	0	0	1	0	0	0	0	1	1	1
GCNT2	0	0	0	0	1	0	0	0	0	1	1	1
GDPD3	0	0	0	0	1	0	0	0	0	1	1	1
GFI1	0	0	0	0	0	1	0	0	0	1	1	1
GHR	0	0	0	0	1	0	0	0	0	1	1	1
GHRHR	0	0	0	0	1	0	0	0	0	1	1	1
GIGYF1	0	0	0	0	1	0	0	0	0	1	1	1
GIPC2	0	0	0	0	1	0	0	0	0	1	1	1
GK2	0	0	0	0	0	1	0	0	0	1	1	1
GLB1L2	0	0	0	0	1	0	0	0	0	1	1	1
GLI2	0	0	0	0	1	0	0	0	0	1	1	1
GLI3	0	0	0	0	1	0	0	0	0	1	1	1
GLRA1	0	0	0	0	1	0	0	0	0	1	1	1
GLYATL2	0	0	0	0	1	0	0	0	0	1	1	1
GLYATL3	0	0	0	0	1	0	0	0	0	1	1	1
GNAO1	0	0	0	0	1	0	0	0	0	1	1	1
GNAT3	0	0	0	0	1	0	0	0	0	1	1	1
GNB1	0	0	0	0	1	0	0	0	0	1	1	1
GNB2	0	0	0	0	1	0	0	0	0	1	1	1
GNS	0	0	0	0	1	0	0	0	0	1	1	1
GOLGA6D	0	0	0	0	1	0	0	0	0	1	1	1
GOLGA8J	0	0	0	0	1	0	0	0	0	1	1	1
GOLGB1	0	0	0	0	1	0	0	0	0	1	1	1
GOLIM4	0	0	0	0	1	0	0	0	0	1	1	1
GP2	0	0	0	0	1	0	0	0	0	1	1	1
GPHN	0	0	0	0	0	0	1	0	0	1	1	1
GPIHBP1	0	0	0	0	1	0	0	0	0	1	1	1
GPR101	0	0	0	0	1	0	0	0	0	1	1	1
GPR108	0	0	0	0	0	1	0	0	0	1	1	1
GPR52	0	0	0	0	1	0	0	0	0	1	1	1
GPR61	0	0	0	0	1	0	0	0	0	1	1	1
GPR68	0	0	0	0	1	0	0	0	0	1	1	1
GPR75	0	0	0	0	1	0	0	0	0	1	1	1
GRAMD1B	0	0	0	0	1	0	0	0	0	1	1	1
GRIA3	0	1	0	0	0	0	0	0	0	1	1	1
GRIA4	0	0	0	0	1	0	0	0	0	1	1	1
GRM7	0	0	0	0	0	1	0	0	0	1	1	1
GRM8	0	0	0	0	1	0	0	0	0	1	1	1
GRXCR1	0	0	0	0	0	1	0	0	0	1	1	1
GSDME	0	0	0	0	1	0	0	0	0	1	1	1
GSG1L2	0	0	0	0	1	0	0	0	0	1	1	1
GSPT1	0	0	1	0	0	0	0	0	0	1	1	1
GSTA4	0	0	0	0	1	0	0	0	0	1	1	1
GUCA1C	0	1	0	0	0	0	0	0	0	1	1	1
GUCD1	0	0	0	0	1	0	0	0	0	1	1	1
GVQW3	0	0	0	0	0	1	0	0	0	1	1	1
GYS2	0	0	0	0	1	0	0	0	0	1	1	1
H1FOO	0	0	0	0	1	0	0	0	0	1	1	1
H2AC12	0	0	0	0	1	0	0	0	0	1	1	1
HBB	0	1	0	0	0	0	0	0	0	1	1	1
HDAC6	0	0	0	0	1	0	0	0	0	1	1	1
HEATR5B	0	1	0	0	0	0	0	0	0	1	1	1
HECTD2	0	0	0	0	1	0	0	0	0	1	1	1
HECTD4	0	0	0	0	1	0	0	0	0	1	1	1
HELZ2	0	0	0	0	1	0	0	0	0	1	1	1
HEPACAM	0	1	0	0	0	0	0	0	0	1	1	1
HGF	0	0	0	0	1	0	0	0	0	1	1	1
HGSNAT	0	0	0	0	1	0	0	0	0	1	1	1
HIST1H3F	0	0	0	0	1	0	0	0	0	1	1	1
HIST1H4D	0	0	0	0	1	0	0	0	0	1	1	1
HJV	0	0	0	0	1	0	0	0	0	1	1	1
HK3	0	0	0	0	1	0	0	0	0	1	1	1
HKDC1	0	0	0	0	1	0	0	0	0	1	1	1
HLA-C	0	0	0	0	1	0	0	0	0	1	1	1
HLA-DQA1	0	0	0	0	1	0	0	0	0	1	1	1
HLA-DQB1	0	0	0	0	1	0	0	0	0	1	1	1
HLA-DRB5	0	0	0	0	1	0	0	0	0	1	1	1
HLTF	0	0	0	0	1	0	0	0	0	1	1	1
HLX	0	0	0	0	1	0	0	0	0	1	1	1
HMCN1	0	0	0	0	1	0	0	0	0	1	1	1
HOOK3	0	0	0	0	1	0	0	0	0	1	1	1
HOXB8	0	0	0	0	1	0	0	0	0	1	1	1
HOXD13	0	0	0	0	1	0	0	0	0	1	1	1
HR	0	0	0	0	1	0	0	0	0	1	1	1
HRNR	0	0	0	0	1	0	0	0	0	1	1	1
HS6ST3	0	0	0	0	1	0	0	0	0	1	1	1
HSD17B4	0	0	0	0	1	0	0	0	0	1	1	1
HSP90B1	0	0	0	0	0	0	0	1	0	1	1	1
HSPA1L	0	0	0	0	1	0	0	0	0	1	1	1
HTATIP2	0	0	0	0	1	0	0	0	0	1	1	1
HTR1F	0	0	0	0	1	0	0	0	0	1	1	1
HTR7	0	0	0	0	1	0	0	0	0	1	1	1
HTRA4	0	0	0	0	1	0	0	0	0	1	1	1
ICE1	0	0	0	0	1	0	0	0	0	1	1	1
IDE	0	0	0	0	1	0	0	0	0	1	1	1
IFNG	0	0	0	0	1	0	0	0	0	1	1	1
IFNGR1	0	0	0	1	0	0	0	0	0	1	1	1
IGDCC3	0	0	0	0	1	0	0	0	0	1	1	1
IGSF1	0	0	0	0	1	0	0	0	0	1	1	1
IGSF9B	0	0	0	0	1	0	0	0	0	1	1	1
IL12B	0	0	0	0	1	0	0	0	0	1	1	1
IL23R	0	0	0	0	0	1	0	0	0	1	1	1
IL34	0	0	0	0	1	0	0	0	0	1	1	1
INO80C	0	0	0	0	1	0	0	0	0	1	1	1
INPP5F	0	0	0	0	0	1	0	0	0	1	1	1
INPPL1	0	0	0	0	1	0	0	0	0	1	1	1
INSR	0	0	0	0	0	1	0	0	0	1	1	1
INTS5	0	0	0	0	1	0	0	0	0	1	1	1
IPO7	0	0	0	0	0	1	0	0	0	1	1	1
IPO8	0	0	0	0	1	0	0	0	0	1	1	1
IQCH	0	0	0	0	1	0	0	0	0	1	1	1
IQSEC2	0	0	0	0	1	0	0	0	0	1	1	1
IQSEC3	0	1	0	0	0	0	0	0	0	1	1	1
IRAK3	0	0	0	0	1	0	0	0	0	1	1	1
IREB2	0	0	0	0	0	1	0	0	0	1	1	1
IRF2BPL	0	0	0	0	1	0	0	0	0	1	1	1
IRF7	0	0	1	0	0	0	0	0	0	1	1	1
IRS2	0	0	0	0	1	0	0	0	0	1	1	1
IRX6	0	0	0	0	0	1	0	0	0	1	1	1
ISOC2	0	0	0	0	1	0	0	0	0	1	1	1
ITGB4	0	0	0	0	1	0	0	0	0	1	1	1
ITIH1	0	0	0	0	1	0	0	0	0	1	1	1
ITPKC	0	0	0	0	1	0	0	0	0	1	1	1
IWS1	0	0	0	0	1	0	0	0	0	1	1	1
JAZF1	0	0	0	0	1	0	0	0	0	1	1	1
JMJD4	0	0	0	0	1	0	0	0	0	1	1	1
JMY	0	0	0	0	1	0	0	0	0	1	1	1
KAT6A	0	0	0	0	1	0	0	0	0	1	1	1
KATNAL2	0	0	0	1	0	0	0	0	0	1	1	1
KATNB1	0	0	0	0	1	0	0	0	0	1	1	1
KBTBD6	0	0	0	0	1	0	0	0	0	1	1	1
KCNC3	0	0	0	0	1	0	0	0	0	1	1	1
KCND3	0	0	0	0	1	0	0	0	0	1	1	1
KCNE5	0	0	0	0	1	0	0	0	0	1	1	1
KCNK15	0	0	0	0	1	0	0	0	0	1	1	1
KCNK9	0	0	0	0	1	0	0	0	0	1	1	1
KCNQ4	0	0	0	0	1	0	0	0	0	1	1	1
KCNV1	0	1	0	0	0	0	0	0	0	1	1	1
KCTD7	0	0	0	0	1	0	0	0	0	1	1	1
KCTD8	0	0	0	0	1	0	0	0	0	1	1	1
KDM1A	0	0	0	0	1	0	0	0	0	1	1	1
KDM2B	0	0	0	0	1	0	0	0	0	1	1	1
KDM3A	0	0	0	0	1	0	0	0	0	1	1	1
KDM5A	0	0	0	0	1	0	0	0	0	1	1	1
KDM6B	0	0	0	0	1	0	0	0	0	1	1	1
KIAA0825	0	0	0	0	1	0	0	0	0	1	1	1
KIAA1109	0	0	0	0	1	0	0	0	0	1	1	1
KIAA1211L	0	0	0	0	1	0	0	0	0	1	1	1
KIAA1324L	0	0	0	0	0	0	0	1	0	1	1	1
KIAA1671	0	0	0	0	1	0	0	0	0	1	1	1
KIAA1755	0	0	0	0	1	0	0	0	0	1	1	1
KIAA2026	0	0	0	0	1	0	0	0	0	1	1	1
KIF5A	0	0	0	0	1	0	0	0	0	1	1	1
KLC4	0	0	0	0	0	1	0	0	0	1	1	1
KLHL25	0	0	0	0	1	0	0	0	0	1	1	1
KLHL34	0	0	0	0	1	0	0	0	0	1	1	1
KLHL35	0	0	0	0	1	0	0	0	0	1	1	1
KLHL36	0	0	0	0	1	0	0	0	0	1	1	1
KLHL7	0	0	0	0	1	0	0	0	0	1	1	1
KLK7	0	0	0	0	1	0	0	0	0	1	1	1
KRT16	0	0	0	0	1	0	0	0	0	1	1	1
KRT17	0	0	0	0	1	0	0	0	0	1	1	1
KRT84	0	0	0	0	1	0	0	0	0	1	1	1
KRTAP12-1	0	0	0	0	1	0	0	0	0	1	1	1
KRTAP4-4	0	0	1	0	0	0	0	0	0	1	1	1
LAMA1	0	0	0	0	1	0	0	0	0	1	1	1
LAMA2	0	0	0	0	1	0	0	0	0	1	1	1
LAMB3	0	0	0	0	0	1	0	0	0	1	1	1
LATS2	0	0	0	0	1	0	0	0	0	1	1	1
LCE1A	1	0	0	0	0	0	0	0	0	1	1	1
LCP2	0	0	0	0	1	0	0	0	0	1	1	1
LDHD	0	0	0	0	1	0	0	0	0	1	1	1
LGR4	0	0	0	0	1	0	0	0	0	1	1	1
LHX6	0	0	0	0	1	0	0	0	0	1	1	1
LIMK1	0	0	0	0	1	0	0	0	0	1	1	1
LIN28B	0	0	0	0	1	0	0	0	0	1	1	1
LIN7C	0	0	0	0	1	0	0	0	0	1	1	1
LIPH	0	0	0	0	1	0	0	0	0	1	1	1
LMLN	0	0	0	0	1	0	0	0	0	1	1	1
LMNB2	0	0	0	0	1	0	0	0	0	1	1	1
LMOD3	0	0	0	0	1	0	0	0	0	1	1	1
LMTK3	0	0	0	0	1	0	0	0	0	1	1	1
LOC100129484	0	0	0	0	0	1	0	0	0	1	1	1
LOC105369274	0	0	0	0	1	0	0	0	0	1	1	1
LRATD1	0	0	0	0	0	1	0	0	0	1	1	1
LRFN5	0	0	0	0	1	0	0	0	0	1	1	1
LRP1	0	0	0	0	1	0	0	0	0	1	1	1
LRP2	0	0	0	0	1	0	0	0	0	1	1	1
LRP5	0	0	0	0	1	0	0	0	0	1	1	1
LRRC25	0	0	0	0	1	0	0	0	0	1	1	1
LRRC31	0	0	0	0	0	1	0	0	0	1	1	1
LRRC43	0	0	0	0	1	0	0	0	0	1	1	1
LRRC61	0	0	0	0	1	0	0	0	0	1	1	1
LRRC66	0	0	0	0	1	0	0	0	0	1	1	1
LRRIQ3	0	0	0	0	1	0	0	0	0	1	1	1
LRRIQ4	0	0	0	0	1	0	0	0	0	1	1	1
LY75	0	0	0	0	1	0	0	0	0	1	1	1
MAB21L1	0	0	0	0	1	0	0	0	0	1	1	1
MAGEA11	0	0	0	0	1	0	0	0	0	1	1	1
MAGEB18	0	0	0	0	1	0	0	0	0	1	1	1
MAGEB4	0	0	0	0	1	0	0	0	0	1	1	1
MAGED1	0	0	0	0	1	0	0	0	0	1	1	1
MAGEL2	0	0	0	0	1	0	0	0	0	1	1	1
MALSU1	0	0	0	0	1	0	0	0	0	1	1	1
MAML1	0	0	0	0	1	0	0	0	0	1	1	1
MAML2	0	0	0	0	1	0	0	0	0	1	1	1
MANEAL	0	0	0	0	0	1	0	0	0	1	1	1
MAP1S	0	0	0	0	1	0	0	0	0	1	1	1
MAP3K19	0	0	0	0	1	0	0	0	0	1	1	1
MAPK1	0	0	0	0	1	0	0	0	0	1	1	1
MAPK11	0	0	0	0	1	0	0	0	0	1	1	1
MAPK8IP3	0	0	0	0	1	0	0	0	0	1	1	1
MAST1	0	0	0	0	1	0	0	0	0	1	1	1
MBD5	0	0	0	0	1	0	0	0	0	1	1	1
MBOAT4	0	0	0	0	1	0	0	0	0	1	1	1
MBTPS1	0	0	0	0	1	0	0	0	0	1	1	1
MCCC2	0	0	0	0	1	0	0	0	0	1	1	1
MCF2	0	0	0	0	1	0	0	0	0	1	1	1
MCF2L	0	0	0	0	1	0	0	0	0	1	1	1
MCM2	0	0	0	0	0	1	0	0	0	1	1	1
MCOLN1	0	0	0	0	1	0	0	0	0	1	1	1
MCTP2	1	0	0	0	0	0	0	0	0	1	1	1
MECOM	0	0	0	0	1	0	0	0	0	1	1	1
MED1	0	0	0	0	1	0	0	0	0	1	1	1
MEIS1	0	0	0	0	1	0	0	0	0	1	1	1
MET	0	0	0	0	1	0	0	0	0	1	1	1
MFSD10	0	0	0	0	1	0	0	0	0	1	1	1
MGAM	0	0	0	0	1	0	0	0	0	1	1	1
MGAT5	0	0	0	0	1	0	0	0	0	1	1	1
MICALCL	0	0	1	0	0	0	0	0	0	1	1	1
MLH3	0	0	0	0	1	0	0	0	0	1	1	1
MLYCD	0	0	0	0	1	0	0	0	0	1	1	1
MMP16	0	0	0	0	1	0	0	0	0	1	1	1
MMP17	0	0	0	1	0	0	0	0	0	1	1	1
MMP2	0	0	0	0	1	0	0	0	0	1	1	1
MNDA	0	0	0	0	1	0	0	0	0	1	1	1
MON1B	0	0	0	0	1	0	0	0	0	1	1	1
MOS	0	0	0	0	1	0	0	0	0	1	1	1
MOV10L1	0	0	0	0	1	0	0	0	0	1	1	1
MPHOSPH10	0	0	0	0	1	0	0	0	0	1	1	1
MPPE1	0	0	0	0	1	0	0	0	0	1	1	1
MRPL12	0	0	0	0	0	1	0	0	0	1	1	1
MRPL58	0	0	0	0	0	0	0	1	0	1	1	1
MS4A8	0	0	0	0	1	0	0	0	0	1	1	1
MSANTD3-TMEFF1	0	0	0	0	1	0	0	0	0	1	1	1
MSH6	0	0	0	0	1	0	0	0	0	1	1	1
MTA1	0	0	0	0	0	0	0	1	0	1	1	1
MTCL1	0	0	0	0	1	0	0	0	0	1	1	1
MTFMT	0	0	0	0	0	1	0	0	0	1	1	1
MTHFD1L	0	0	0	0	1	0	0	0	0	1	1	1
MTMR8	0	0	0	0	1	0	0	0	0	1	1	1
MTRR	0	0	0	0	1	0	0	0	0	1	1	1
MUC1	0	0	1	0	0	0	0	0	0	1	1	1
MUC6	0	0	0	0	1	0	0	0	0	1	1	1
MYADM	0	0	0	0	1	0	0	0	0	1	1	1
MYEOV	0	0	0	0	1	0	0	0	0	1	1	1
MYH10	0	0	0	0	1	0	0	0	0	1	1	1
MYH14	0	0	0	0	0	1	0	0	0	1	1	1
MYH2	0	0	0	0	1	0	0	0	0	1	1	1
MYH3	0	0	0	0	1	0	0	0	0	1	1	1
MYH7B	0	0	0	0	1	0	0	0	0	1	1	1
MYL12A	0	0	0	0	1	0	0	0	0	1	1	1
MYO10	0	0	0	0	0	1	0	0	0	1	1	1
MYO16	0	0	0	0	1	0	0	0	0	1	1	1
MYO1E	0	0	0	0	1	0	0	0	0	1	1	1
MYO1G	0	0	0	0	1	0	0	0	0	1	1	1
MYO3A	0	0	0	0	1	0	0	0	0	1	1	1
MYO7A	0	0	0	0	1	0	0	0	0	1	1	1
MYRF	0	0	0	0	1	0	0	0	0	1	1	1
MYT1L	0	0	0	0	1	0	0	0	0	1	1	1
NAA15	0	0	0	0	1	0	0	0	0	1	1	1
NAA25	0	0	0	0	1	0	0	0	0	1	1	1
NAGS	0	0	0	0	1	0	0	0	0	1	1	1
NAP1L2	0	0	0	0	1	0	0	0	0	1	1	1
NAP1L5	0	0	0	0	1	0	0	0	0	1	1	1
NBPF10	0	0	0	0	1	0	0	0	0	1	1	1
NBPF15	0	0	0	0	1	0	0	0	0	1	1	1
NCSTN	0	0	0	0	1	0	0	0	0	1	1	1
NDRG2	0	0	0	0	1	0	0	0	0	1	1	1
NDUFV1	0	0	0	0	1	0	0	0	0	1	1	1
NDUFV3	0	0	0	0	1	0	0	0	0	1	1	1
NEB	0	0	0	0	1	0	0	0	0	1	1	1
NECAB2	0	0	0	0	1	0	0	0	0	1	1	1
NECTIN2	0	1	0	0	0	0	0	0	0	1	1	1
NEK4	0	0	0	0	1	0	0	0	0	1	1	1
NEK6	0	0	0	0	1	0	0	0	0	1	1	1
NEMF	0	0	0	0	1	0	0	0	0	1	1	1
NEXMIF	0	0	0	0	1	0	0	0	0	1	1	1
NFATC3	0	0	0	0	1	0	0	0	0	1	1	1
NHS	0	0	0	0	1	0	0	0	0	1	1	1
NIBAN3	0	0	0	0	1	0	0	0	0	1	1	1
NID2	0	0	0	0	1	0	0	0	0	1	1	1
NIPBL	0	0	0	0	1	0	0	0	0	1	1	1
NKD2	0	0	0	0	1	0	0	0	0	1	1	1
NLRP3	0	0	0	0	1	0	0	0	0	1	1	1
NLRP7	0	0	0	0	1	0	0	0	0	1	1	1
NME8	0	0	0	0	1	0	0	0	0	1	1	1
NMRK1	0	0	0	0	1	0	0	0	0	1	1	1
NOC4L	0	0	0	0	1	0	0	0	0	1	1	1
NOP56	0	0	0	0	1	0	0	0	0	1	1	1
NOS2	0	0	0	0	1	0	0	0	0	1	1	1
NOTCH4	0	0	0	0	1	0	0	0	0	1	1	1
NOVA2	0	0	1	0	0	0	0	0	0	1	1	1
NOX5	0	0	0	0	1	0	0	0	0	1	1	1
NOXO1	0	0	0	0	1	0	0	0	0	1	1	1
NPAP1	0	0	0	0	1	0	0	0	0	1	1	1
NPEPL1	0	0	0	0	1	0	0	0	0	1	1	1
NPHP1	0	0	0	0	1	0	0	0	0	1	1	1
NPY5R	0	0	0	0	1	0	0	0	0	1	1	1
NR1H2	0	0	0	0	1	0	0	0	0	1	1	1
NR3C2	0	0	0	0	1	0	0	0	0	1	1	1
NRBP1	0	0	0	0	1	0	0	0	0	1	1	1
NRIP3	0	0	0	0	1	0	0	0	0	1	1	1
NSMAF	0	0	0	0	1	0	0	0	0	1	1	1
NUDC	0	0	0	0	1	0	0	0	0	1	1	1
NUDCD1	0	0	0	0	1	0	0	0	0	1	1	1
NUP188	1	0	0	0	0	0	0	0	0	1	1	1
NUP205	0	0	0	0	1	0	0	0	0	1	1	1
NWD2	0	0	0	0	1	0	0	0	0	1	1	1
NXPE1	0	0	0	0	1	0	0	0	0	1	1	1
NYAP2	0	0	0	0	1	0	0	0	0	1	1	1
OAT	1	0	0	0	0	0	0	0	0	1	1	1
OC90	0	0	0	0	1	0	0	0	0	1	1	1
ODR4	0	0	0	0	1	0	0	0	0	1	1	1
OGN	0	0	0	0	0	1	0	0	0	1	1	1
OLFML1	0	0	0	0	1	0	0	0	0	1	1	1
ONECUT3	0	0	0	0	1	0	0	0	0	1	1	1
OPRM1	0	0	0	0	1	0	0	0	0	1	1	1
OR10G4	0	0	0	0	1	0	0	0	0	1	1	1
OR13J1	0	0	0	0	1	0	0	0	0	1	1	1
OR14J1	0	0	0	0	1	0	0	0	0	1	1	1
OR1S1	0	0	0	0	1	0	0	0	0	1	1	1
OR2B3	0	0	0	0	1	0	0	0	0	1	1	1
OR2B6	0	0	0	0	1	0	0	0	0	1	1	1
OR2H1	0	0	0	0	1	0	0	0	0	1	1	1
OR2H2	0	0	0	0	1	0	0	0	0	1	1	1
OR2W5	0	0	0	0	1	0	0	0	0	1	1	1
OR4C15	0	0	0	0	1	0	0	0	0	1	1	1
OR4D11	0	0	0	0	1	0	0	0	0	1	1	1
OR51B5	0	0	0	0	1	0	0	0	0	1	1	1
OR51E1	0	0	0	0	1	0	0	0	0	1	1	1
OR51E2	0	0	0	0	1	0	0	0	0	1	1	1
OR51F1	0	0	0	0	0	0	1	0	0	1	1	1
OR51J1	1	0	0	0	0	0	0	0	0	1	1	1
OR51V1	0	0	0	0	1	0	0	0	0	1	1	1
OR52A1	0	0	0	0	1	0	0	0	0	1	1	1
OR52D1	0	0	0	0	1	0	0	0	0	1	1	1
OR52E6	0	0	0	0	1	0	0	0	0	1	1	1
OR52K2	0	0	0	0	0	1	0	0	0	1	1	1
OR52W1	0	0	0	0	1	0	0	0	0	1	1	1
OR52Z1	0	0	0	0	1	0	0	0	0	1	1	1
OR56B1	0	0	0	0	1	0	0	0	0	1	1	1
OR5AK2	0	0	0	0	1	0	0	0	0	1	1	1
OR5B21	0	0	0	0	1	0	0	0	0	1	1	1
OR5M1	0	0	0	0	1	0	0	0	0	1	1	1
OR5T2	0	0	0	0	1	0	0	0	0	1	1	1
OR5V1	0	0	0	0	1	0	0	0	0	1	1	1
OR8D2	0	0	0	0	1	0	0	0	0	1	1	1
OR9G1	0	0	0	0	1	0	0	0	0	1	1	1
OR9G4	0	0	0	0	1	0	0	0	0	1	1	1
OSBP	0	0	0	0	1	0	0	0	0	1	1	1
OSBPL2	0	0	0	0	0	0	1	0	0	1	1	1
OTC	0	0	0	0	1	0	0	0	0	1	1	1
OTOGL	0	0	0	0	1	0	0	0	0	1	1	1
OVOL1	0	0	0	0	1	0	0	0	0	1	1	1
OXER1	0	0	0	0	1	0	0	0	0	1	1	1
P2RX2	0	0	0	0	1	0	0	0	0	1	1	1
P2RX7	0	0	0	0	1	0	0	0	0	1	1	1
PABPC5	0	0	0	0	1	0	0	0	0	1	1	1
PADI4	0	0	0	0	1	0	0	0	0	1	1	1
PAPPA2	0	0	0	0	1	0	0	0	0	1	1	1
PAQR3	0	0	0	0	1	0	0	0	0	1	1	1
PARP10	0	0	0	0	1	0	0	0	0	1	1	1
PATJ	0	0	0	0	1	0	0	0	0	1	1	1
PAX8	0	0	0	0	1	0	0	0	0	1	1	1
PBLD	0	0	0	0	1	0	0	0	0	1	1	1
PCBP1	0	0	0	0	1	0	0	0	0	1	1	1
PCDH8	0	0	0	0	1	0	0	0	0	1	1	1
PCDHA12	0	0	0	0	1	0	0	0	0	1	1	1
PCDHA5	0	0	0	0	1	0	0	0	0	1	1	1
PCDHB1	0	0	0	0	1	0	0	0	0	1	1	1
PCDHB12	0	0	0	0	1	0	0	0	0	1	1	1
PCDHB13	0	0	0	0	1	0	0	0	0	1	1	1
PCDHGA10	0	0	0	0	1	0	0	0	0	1	1	1
PCDHGA12	1	0	0	0	0	0	0	0	0	1	1	1
PCDHGA9	0	0	0	0	1	0	0	0	0	1	1	1
PCED1B	0	0	0	0	1	0	0	0	0	1	1	1
PCNT	0	0	0	0	1	0	0	0	0	1	1	1
PCYOX1	0	0	0	0	1	0	0	0	0	1	1	1
PDCL3	0	0	0	0	0	1	0	0	0	1	1	1
PDE12	0	0	0	0	1	0	0	0	0	1	1	1
PDE4B	0	0	0	0	1	0	0	0	0	1	1	1
PDGFRB	0	0	0	0	1	0	0	0	0	1	1	1
PDHX	0	0	0	0	1	0	0	0	0	1	1	1
PDIA4	0	0	0	0	1	0	0	0	0	1	1	1
PELI1	0	0	0	0	1	0	0	0	0	1	1	1
PEX11B	0	0	0	0	1	0	0	0	0	1	1	1
PEX7	0	0	0	0	1	0	0	0	0	1	1	1
PGAP6	0	0	0	0	1	0	0	0	0	1	1	1
PGBD4	0	0	0	0	1	0	0	0	0	1	1	1
PGK1	0	1	0	0	0	0	0	0	0	1	1	1
PGRMC1	0	0	0	0	1	0	0	0	0	1	1	1
PHACTR2	0	0	0	0	1	0	0	0	0	1	1	1
PHETA1	1	0	0	0	0	0	0	0	0	1	1	1
PHF3	0	0	0	0	1	0	0	0	0	1	1	1
PHIP	0	0	0	0	1	0	0	0	0	1	1	1
PHKG1	0	0	0	0	1	0	0	0	0	1	1	1
PHLDB2	0	0	0	0	1	0	0	0	0	1	1	1
PHTF1	0	0	0	0	1	0	0	0	0	1	1	1
PIAS2	0	0	0	0	1	0	0	0	0	1	1	1
PIBF1	0	0	0	0	1	0	0	0	0	1	1	1
PICALM	0	0	0	0	1	0	0	0	0	1	1	1
PIEZO1	0	0	0	0	0	0	0	1	0	1	1	1
PIEZO2	0	0	0	0	1	0	0	0	0	1	1	1
PIGR	0	0	0	0	1	0	0	0	0	1	1	1
PIK3C2A	0	0	0	0	1	0	0	0	0	1	1	1
PIK3IP1	0	0	0	0	1	0	0	0	0	1	1	1
PITPNM2	0	0	1	0	0	0	0	0	0	1	1	1
PKN2	0	0	0	0	1	0	0	0	0	1	1	1
PKP3	0	0	0	0	1	0	0	0	0	1	1	1
PLA1A	0	0	0	0	1	0	0	0	0	1	1	1
PLA2G12B	0	0	0	0	1	0	0	0	0	1	1	1
PLAA	0	0	0	0	0	1	0	0	0	1	1	1
PLAAT5	0	0	0	0	1	0	0	0	0	1	1	1
PLEKHA1	0	0	0	0	1	0	0	0	0	1	1	1
PLEKHJ1	0	0	0	0	1	0	0	0	0	1	1	1
PLK1	0	0	0	0	1	0	0	0	0	1	1	1
PLS1	0	0	0	0	1	0	0	0	0	1	1	1
PLSCR2	0	0	0	0	1	0	0	0	0	1	1	1
PLSCR5	0	0	0	0	1	0	0	0	0	1	1	1
PLXNA3	0	0	0	1	0	0	0	0	0	1	1	1
PLXNB1	0	0	0	0	1	0	0	0	0	1	1	1
PLXNB2	0	0	0	0	0	1	0	0	0	1	1	1
PMM1	0	0	0	0	0	0	0	1	0	1	1	1
PMS2	0	0	0	0	1	0	0	0	0	1	1	1
PNLIP	0	0	0	0	1	0	0	0	0	1	1	1
POGZ	0	0	0	0	1	0	0	0	0	1	1	1
POLE2	0	0	0	0	1	0	0	0	0	1	1	1
POLR1B	0	0	0	0	1	0	0	0	0	1	1	1
POLR2A	0	0	0	0	1	0	0	0	0	1	1	1
POMGNT1	0	0	0	0	1	0	0	0	0	1	1	1
POTEC	0	0	0	0	1	0	0	0	0	1	1	1
PPARA	0	0	0	0	1	0	0	0	0	1	1	1
PPARGC1A	0	0	0	0	1	0	0	0	0	1	1	1
PPFIA1	0	0	0	0	0	1	0	0	0	1	1	1
PPFIA2	0	0	0	0	1	0	0	0	0	1	1	1
PPIB	0	0	0	0	1	0	0	0	0	1	1	1
PPIE	0	0	0	0	1	0	0	0	0	1	1	1
PPIP5K2	0	0	0	0	1	0	0	0	0	1	1	1
PPM1F	0	0	0	0	1	0	0	0	0	1	1	1
PPM1G	0	0	0	0	1	0	0	0	0	1	1	1
PPM1J	0	0	0	0	1	0	0	0	0	1	1	1
PPP1R3A	0	0	0	0	1	0	0	0	0	1	1	1
PPP1R3F	0	0	1	0	0	0	0	0	0	1	1	1
PPP1R9A	0	0	0	0	1	0	0	0	0	1	1	1
PPP3CB	0	0	0	0	0	1	0	0	0	1	1	1
PPP4R3C	0	0	1	0	0	0	0	0	0	1	1	1
PRDM1	0	0	0	0	1	0	0	0	0	1	1	1
PRDM14	0	0	0	0	1	0	0	0	0	1	1	1
PRDM15	0	0	0	0	1	0	0	0	0	1	1	1
PRDM16	0	0	0	0	1	0	0	0	0	1	1	1
PREX2	0	0	0	0	1	0	0	0	0	1	1	1
PRKCG	0	0	0	0	1	0	0	0	0	1	1	1
PRM3	0	0	0	0	1	0	0	0	0	1	1	1
PRMT7	0	0	0	0	1	0	0	0	0	1	1	1
PROKR2	0	0	0	0	1	0	0	0	0	1	1	1
PRPF18	0	0	0	0	1	0	0	0	0	1	1	1
PRPF40A	0	0	0	0	1	0	0	0	0	1	1	1
PRPF4B	0	0	0	0	1	0	0	0	0	1	1	1
PRSS22	0	0	0	0	1	0	0	0	0	1	1	1
PSMA2	0	0	0	0	1	0	0	0	0	1	1	1
PSMD11	0	0	0	0	1	0	0	0	0	1	1	1
PSTK	0	0	0	0	1	0	0	0	0	1	1	1
